2, 477, 1300, 823, 455, 20, BR, 109, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_42682_109_gnrtd_1718007030.pdf
3, 499, 1439, 940, 466, 30, BR, 106, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_42682_106_gnrtd_1718192788.pdf
1, 802, 1300, 497, 766, 36, BR, 142, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_42753_142_gnrtd_1718191876.pdf
20, 512, 1400, 888, 492, 0, BR, 53, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_42682_53_gnrtd_1718187592.pdf
2, 474, 800, 324, 431, 43, BR, 266, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_44328_266_gnrtd_1718193004.pdf
2, 365, 950, 585, 344, 19, BR, 15, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_42682_15_gnrtd_1718191114.pdf
7, 444, 765, 315, 421, 22, BR, 207, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_br_43563_207_gnrtd_1718105975.pdf
2, 531, 1402, 871, 507, 22, BT, 31, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bt_35731_31_gnrtd_1718085777.pdf
1, 556, 1497, 941, 535, 20, BT, 17, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bt_35731_17_gnrtd_1718018171.pdf
1, 204, 400, 196, 184, 19, BT, 414, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bt_39658_414_gnrtd_1718028555.pdf
2, 527, 1100, 573, 486, 39, BT, 335, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bt_38580_335_gnrtd_1718091773.pdf
3, 249, 400, 151, 234, 12, BT, 302, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bt_37958_302_gnrtd_1718016034.pdf
1, 453, 1298, 845, 420, 32, BT, 25, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bt_35731_25_gnrtd_1718015518.pdf
5, 549, 1400, 851, 524, 20, BV, 8, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_8_gnrtd_1718092027.pdf
4, 656, 1500, 844, 637, 15, BV, 237, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40438_237_gnrtd_1718106222.pdf
